IP_Module,LUT_Used,FF_Used,WNS_ns,Max_Logic_Level
soc_design_i/smartconnect_0/inst/s00_nodes/s00_r_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo,69,42,14.942,4
soc_design_i/smartconnect_0/inst/s00_nodes/s00_r_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_rd_addrb,5,6,15.469,4
soc_design_i/smartconnect_0/inst/s00_nodes/s00_r_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_wr_addra,5,6,16.176,3
soc_design_i/smartconnect_0/inst/s00_nodes/s00_r_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_xpm_memory,20,20,N/A,0
soc_design_i/smartconnect_0/inst/s00_nodes/s00_r_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_wr.inst_wr_addra_p1,23,6,16.087,3
soc_design_i/smartconnect_0/inst/s00_nodes/s00_r_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_xpm_memory/xpm_memory_base_inst,20,20,14.804,4
soc_design_i/smartconnect_1/inst,813,763,N/A,0
soc_design_i/smartconnect_1/inst/clk_map,13,22,N/A,0
soc_design_i/smartconnect_1/inst/m00_exit_pipeline,197,143,N/A,0
soc_design_i/smartconnect_1/inst/m00_sc2axi,0,0,N/A,0
soc_design_i/smartconnect_1/inst/s00_axi2sc,0,0,N/A,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline,385,408,N/A,0
soc_design_i/smartconnect_1/inst/s00_nodes,221,190,N/A,0
soc_design_i/smartconnect_1/inst/clk_map/psr_aclk,13,22,N/A,0
soc_design_i/smartconnect_1/inst/clk_map/psr_aclk/U0,13,22,,1
soc_design_i/smartconnect_1/inst/clk_map/psr_aclk/U0/EXT_LPF,3,6,17.107,1
soc_design_i/smartconnect_1/inst/clk_map/psr_aclk/U0/SEQ,10,15,16.670,1
soc_design_i/smartconnect_1/inst/clk_map/psr_aclk/U0/EXT_LPF/ACTIVE_LOW_AUX.ACT_LO_AUX,1,4,18.469,0
soc_design_i/smartconnect_1/inst/clk_map/psr_aclk/U0/SEQ/SEQ_COUNTER,5,6,17.964,1
soc_design_i/smartconnect_1/inst/m00_exit_pipeline/m00_exit,197,143,N/A,0
soc_design_i/smartconnect_1/inst/m00_exit_pipeline/m00_exit/inst,197,143,15.633,2
soc_design_i/smartconnect_1/inst/m00_exit_pipeline/m00_exit/inst/exit_inst,18,11,15.868,2
soc_design_i/smartconnect_1/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst,178,127,15.427,2
soc_design_i/smartconnect_1/inst/m00_exit_pipeline/m00_exit/inst/xpm_cdc_async_rst_inst,1,3,18.479,0
soc_design_i/smartconnect_1/inst/m00_exit_pipeline/m00_exit/inst/exit_inst/gen_r_cmd_fifo.r_cmd_fifo,17,10,15.441,2
soc_design_i/smartconnect_1/inst/m00_exit_pipeline/m00_exit/inst/exit_inst/gen_r_cmd_fifo.r_cmd_fifo/gen_srls[10].srl_nx1,1,0,17.315,1
soc_design_i/smartconnect_1/inst/m00_exit_pipeline/m00_exit/inst/exit_inst/gen_r_cmd_fifo.r_cmd_fifo/gen_srls[15].srl_nx1,1,0,N/A,0
soc_design_i/smartconnect_1/inst/m00_exit_pipeline/m00_exit/inst/exit_inst/gen_r_cmd_fifo.r_cmd_fifo/gen_srls[3].srl_nx1,1,0,17.665,1
soc_design_i/smartconnect_1/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst/gen_axi3.splitter_inst,177,126,10.043,5
soc_design_i/smartconnect_1/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst/gen_axi3.splitter_inst/ar_cmd_reg,108,61,11.436,5
soc_design_i/smartconnect_1/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst/gen_axi3.splitter_inst/gen_rsplitter.gen_rthread_loop[0].r_split_fifo,16,9,15.154,2
soc_design_i/smartconnect_1/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst/gen_axi3.splitter_inst/gen_rsplitter.gen_rthread_loop[0].r_split_fifo/gen_srls[0].srl_nx1,3,0,17.547,1
soc_design_i/smartconnect_1/inst/m00_sc2axi/inst,0,0,N/A,0
soc_design_i/smartconnect_1/inst/s00_axi2sc/inst,0,0,N/A,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_mmu,90,116,N/A,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter,297,292,N/A,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_transaction_regulator,0,0,N/A,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_mmu/inst,90,116,8.859,3
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_mmu/inst/ar_reg_stall,51,92,11.764,5
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_mmu/inst/gen_endpoint.decerr_slave_inst,20,11,9.058,3
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_mmu/inst/xpm_cdc_async_rst_inst,1,3,18.036,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst,297,292,12.111,5
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst,295,288,8.671,4
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/xpm_cdc_async_rst_inst,1,3,18.113,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/ar_reg_slice,66,120,12.517,5
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo,80,27,15.407,2
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo,136,78,7.989,4
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[0].srl_nx1,2,0,17.096,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[10].srl_nx1,2,0,17.146,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[11].srl_nx1,2,0,17.028,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[12].srl_nx1,2,0,17.105,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[13].srl_nx1,2,0,16.952,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[14].srl_nx1,2,0,17.198,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[15].srl_nx1,2,0,17.117,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[17].srl_nx1,2,0,17.372,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[19].srl_nx1,3,0,17.252,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[1].srl_nx1,2,0,17.171,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[20].srl_nx1,4,0,17.416,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[2].srl_nx1,2,0,17.181,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[3].srl_nx1,2,0,17.354,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[4].srl_nx1,2,0,17.253,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[5].srl_nx1,2,0,17.175,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[6].srl_nx1,2,0,16.976,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[7].srl_nx1,2,0,17.001,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[8].srl_nx1,2,0,16.931,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_cmd_fifo/gen_srls[9].srl_nx1,2,0,17.210,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/cmd_fifo,55,16,14.494,2
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[10].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[11].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[12].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[13].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[14].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[15].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[16].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[17].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[18].srl_nx1,1,0,18.171,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[19].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[20].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[21].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[22].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[23].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[24].srl_nx1,1,0,18.171,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[25].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[26].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[27].srl_nx1,1,0,18.171,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[28].srl_nx1,1,0,18.147,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[29].srl_nx1,1,0,18.171,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[30].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[31].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[32].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[33].srl_nx1,1,0,18.171,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[34].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[35].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[38].srl_nx1,5,0,N/A,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[4].srl_nx1,2,0,18.171,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[5].srl_nx1,1,0,18.171,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[6].srl_nx1,1,0,18.171,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[7].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[8].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/gen_srls[9].srl_nx1,1,0,18.165,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/cmd_fifo/gen_srls[0].srl_nx1,5,0,17.213,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/cmd_fifo/gen_srls[11].srl_nx1,1,0,N/A,0
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/cmd_fifo/gen_srls[1].srl_nx1,3,0,17.173,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/cmd_fifo/gen_srls[2].srl_nx1,4,0,16.971,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/cmd_fifo/gen_srls[3].srl_nx1,3,0,17.404,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/cmd_fifo/gen_srls[4].srl_nx1,3,0,17.396,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/cmd_fifo/gen_srls[5].srl_nx1,2,0,17.570,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/cmd_fifo/gen_srls[6].srl_nx1,2,0,16.700,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst/gen_thread_loop[0].r_payld_fifo/cmd_fifo/gen_srls[7].srl_nx1,2,0,17.403,1
soc_design_i/smartconnect_1/inst/s00_entry_pipeline/s00_transaction_regulator/inst,0,0,N/A,0
soc_design_i/smartconnect_1/inst/s00_nodes/s00_ar_node,94,92,N/A,0
soc_design_i/smartconnect_1/inst/s00_nodes/s00_r_node,127,98,N/A,0
soc_design_i/smartconnect_1/inst/s00_nodes/s00_ar_node/inst,94,92,17.299,2
soc_design_i/smartconnect_1/inst/s00_nodes/s00_ar_node/inst/inst_mi_handler,90,87,16.243,0
soc_design_i/smartconnect_1/inst/s00_nodes/s00_ar_node/inst/inst_si_handler,1,1,13.819,1
soc_design_i/smartconnect_1/inst/s00_nodes/s00_ar_node/inst/s_sc_xpm_cdc_async_rst_inst,1,3,16.827,1
soc_design_i/smartconnect_1/inst/s00_nodes/s00_ar_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld,90,85,N/A,0
soc_design_i/smartconnect_1/inst/s00_nodes/s00_ar_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo,90,85,12.766,4
soc_design_i/smartconnect_1/inst/s00_nodes/s00_ar_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_rd_addrb,6,6,14.696,3
soc_design_i/smartconnect_1/inst/s00_nodes/s00_ar_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_wr_addra,5,6,14.894,0
soc_design_i/smartconnect_1/inst/s00_nodes/s00_ar_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_xpm_memory,52,63,N/A,0
soc_design_i/smartconnect_1/inst/s00_nodes/s00_ar_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_wr.inst_wr_addra_p1,23,6,15.451,3
soc_design_i/smartconnect_1/inst/s00_nodes/s00_ar_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_xpm_memory/xpm_memory_base_inst,52,63,12.104,4
soc_design_i/smartconnect_1/inst/s00_nodes/s00_r_node/inst,127,98,16.464,1
soc_design_i/smartconnect_1/inst/s00_nodes/s00_r_node/inst/inst_mi_handler,122,93,15.841,0
soc_design_i/smartconnect_1/inst/s00_nodes/s00_r_node/inst/inst_si_handler,1,1,13.453,4
soc_design_i/smartconnect_1/inst/s00_nodes/s00_r_node/inst/s_sc_xpm_cdc_async_rst_inst,1,3,17.244,1
soc_design_i/smartconnect_1/inst/s00_nodes/s00_r_node/inst/inst_mi_handler/gen_normal_area.gen_downsizer.inst_downsizer,2,3,14.317,4
soc_design_i/smartconnect_1/inst/s00_nodes/s00_r_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld,120,88,N/A,0
soc_design_i/smartconnect_1/inst/s00_nodes/s00_r_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo,120,88,14.624,4
soc_design_i/smartconnect_1/inst/s00_nodes/s00_r_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_rd_addrb,5,6,15.059,1
soc_design_i/smartconnect_1/inst/s00_nodes/s00_r_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_wr_addra,5,6,15.363,0
soc_design_i/smartconnect_1/inst/s00_nodes/s00_r_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_xpm_memory,48,66,N/A,0
soc_design_i/smartconnect_1/inst/s00_nodes/s00_r_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_wr.inst_wr_addra_p1,23,6,15.476,3
soc_design_i/smartconnect_1/inst/s00_nodes/s00_r_node/inst/inst_mi_handler/gen_normal_area.inst_fifo_node_payld/gen_xpm_memory_fifo.inst_fifo/gen_mem_rep[0].inst_xpm_memory/xpm_memory_base_inst,48,66,13.608,4
soc_design_i/smartconnect_2/inst,888,937,N/A,0
soc_design_i/smartconnect_2/inst/clk_map,13,22,N/A,0
soc_design_i/smartconnect_2/inst/m00_exit_pipeline,231,165,N/A,0
soc_design_i/smartconnect_2/inst/m00_sc2axi,0,0,N/A,0
soc_design_i/smartconnect_2/inst/s00_axi2sc,0,0,N/A,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline,411,445,N/A,0
soc_design_i/smartconnect_2/inst/s00_nodes,236,305,N/A,0
soc_design_i/smartconnect_2/inst/clk_map/psr_aclk,13,22,N/A,0
soc_design_i/smartconnect_2/inst/clk_map/psr_aclk/U0,13,22,,1
soc_design_i/smartconnect_2/inst/clk_map/psr_aclk/U0/EXT_LPF,3,6,17.083,1
soc_design_i/smartconnect_2/inst/clk_map/psr_aclk/U0/SEQ,10,15,16.750,1
soc_design_i/smartconnect_2/inst/clk_map/psr_aclk/U0/EXT_LPF/ACTIVE_LOW_AUX.ACT_LO_AUX,1,4,17.992,0
soc_design_i/smartconnect_2/inst/clk_map/psr_aclk/U0/SEQ/SEQ_COUNTER,5,6,17.949,1
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit,231,165,N/A,0
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst,231,165,11.899,5
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst/exit_inst,10,8,N/A,0
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst,219,152,N/A,0
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst/xpm_cdc_async_rst_inst,1,3,18.256,0
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst/exit_inst/gen_w_cmd_fifo.w_cmd_fifo,10,8,15.020,3
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst/gen_axi3.splitter_inst,217,152,7.196,2
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst/gen_axi3.splitter_inst/aw_cmd_reg,103,60,10.408,2
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst/gen_axi3.splitter_inst/gen_wsplitter.gen_wthread_loop[0].b_split_fifo,22,9,12.433,4
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst/gen_axi3.splitter_inst/gen_wsplitter.w_split_fifo,36,13,11.986,5
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst/gen_axi3.splitter_inst/gen_wsplitter.gen_wthread_loop[0].b_split_fifo/gen_srls[0].srl_nx1,5,0,16.247,2
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst/gen_axi3.splitter_inst/gen_wsplitter.w_split_fifo/gen_srls[0].srl_nx1,3,0,17.242,1
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst/gen_axi3.splitter_inst/gen_wsplitter.w_split_fifo/gen_srls[1].srl_nx1,2,0,17.222,1
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst/gen_axi3.splitter_inst/gen_wsplitter.w_split_fifo/gen_srls[2].srl_nx1,2,0,17.513,1
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst/gen_axi3.splitter_inst/gen_wsplitter.w_split_fifo/gen_srls[3].srl_nx1,2,0,17.158,1
soc_design_i/smartconnect_2/inst/m00_exit_pipeline/m00_exit/inst/splitter_inst/gen_axi3.splitter_inst/gen_wsplitter.w_split_fifo/gen_srls[4].srl_nx1,3,0,16.634,1
soc_design_i/smartconnect_2/inst/m00_sc2axi/inst,0,0,N/A,0
soc_design_i/smartconnect_2/inst/s00_axi2sc/inst,0,0,N/A,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_mmu,76,120,N/A,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter,335,325,N/A,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_transaction_regulator,0,0,N/A,0
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_mmu/inst,76,120,11.988,3
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_mmu/inst/aw_reg_stall,49,92,10.839,5
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_mmu/inst/gen_endpoint.decerr_slave_inst,11,6,13.633,2
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_mmu/inst/xpm_cdc_async_rst_inst,1,3,17.726,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst,335,325,14.973,1
soc_design_i/smartconnect_2/inst/s00_entry_pipeline/s00_si_converter/inst/converter.wrap_narrow_inst,308,307,12.541,3
